NAME	ClusterOrigin	EntrezGeneID	Aliases	GeneType	Origin	Functions
SPO22	Cluster#1	854737	[YIL073C, ZIP4]	protein_coding	Initial Gene From Selection	positive regulation of cellular protein metabolic process | positive regulation of macromolecule metabolic process | positive regulation of cellular metabolic process
SPT8	Cluster#1	850744	[YLR055C]	protein_coding	Initial Gene From Selection	transcription cofactor activity | transcription factor binding | negative regulation of transcription from RNA polymerase II promoter
STB5	Cluster#1	856583	[YHR178W]	protein_coding	Initial Gene From Selection	regulation of transcription from RNA polymerase II promoter in response to stress | response to oxidative stress | RNA polymerase II transcription factor activity, sequence-specific DNA binding
TEF4	Cluster#1	853781	[EFC1, YKL081W]	protein_coding	Initial Gene From Selection	glutathione metabolic process | cellular modified amino acid metabolic process | cellular nitrogen compound biosynthetic process
TOP1	Cluster#1	854156	[MAK1, MAK17, YOL006C]	protein_coding	Initial Gene From Selection	chromatin silencing at rDNA | mitotic recombination | chromatin remodeling
TRP4	Cluster#1	851956	[YDR354W]	protein_coding	Initial Gene From Selection	cellular amine metabolic process | aromatic compound biosynthetic process | heterocycle biosynthetic process
TRS65	Cluster#1	853076	[KRE11, YGR166W]	protein_coding	Initial Gene From Selection	cellular carbohydrate biosynthetic process | carbohydrate biosynthetic process | endosome
UPC2	Cluster#1	851799	[MOX4, YDR213W]	protein_coding	Initial Gene From Selection	ergosterol biosynthetic process | positive regulation of transport | regulation of lipid metabolic process
URE2	Cluster#1	855492	[YNL229C]	protein_coding	Initial Gene From Selection	regulation of nitrogen utilization | glutathione metabolic process | maintenance of protein location in cell
VAM6	Cluster#1	851482	[CVT4, VPL18, VPL22, VPS39, YDL077C]	protein_coding	Initial Gene From Selection	positive regulation of response to stimulus | regulation of vesicle-mediated transport | phosphatidylinositol binding | regulation of localization
VID24	Cluster#1	852402	[GID4, YBR105C]	protein_coding	Initial Gene From Selection	regulation of carbohydrate biosynthetic process | carbohydrate biosynthetic process | vacuolar transport
VMA21	Cluster#1	852997	[YGR105W]	protein_coding	Initial Gene From Selection	cytoplasmic vesicle
VPS16	Cluster#1	856062	[CVT15, SVL6, VAM9, VPT16, YPL045W]	protein_coding	Initial Gene From Selection	cytosolic transport | regulation of vesicle-mediated transport | late endosome to vacuole transport
VPS25	Cluster#1	853566	[VPL12, VPT25, YJR102C]	protein_coding	Initial Gene From Selection	ATP transport | carbon catabolite regulation of transcription | late endosome to vacuole transport
VPS5	Cluster#1	854235	[GRD2, PEP10, VPT5, YOR069W]	protein_coding	Initial Gene From Selection	maintenance of protein location in cell | cytosolic transport | phosphatidylinositol binding
VPS54	Cluster#1	851591	[CGP1, LUV1, TCS3, YDR027C]	protein_coding	Initial Gene From Selection	cytosolic transport | post-Golgi vesicle-mediated transport | endosome membrane
VPS75	Cluster#1	855475	[YNL246W]	protein_coding	Initial Gene From Selection	regulation of histone modification | regulation of chromatin organization | positive regulation of cellular protein metabolic process
WAR1	Cluster#1	854899	[YML076C]	protein_coding	Initial Gene From Selection	organic acid catabolic process | RNA polymerase II transcription factor activity, sequence-specific DNA binding | sequence-specific DNA binding
YAP1	Cluster#1	855005	[PAR1, PDR4, SNQ3, YML007W]	protein_coding	Initial Gene From Selection	response to reactive oxygen species | response to metal ion | regulation of transcription from RNA polymerase II promoter in response to stress
YRM1	Cluster#1	854343	[YOR172W]	protein_coding	Initial Gene From Selection	transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding | core promoter proximal region sequence-specific DNA binding | transcription factor activity, RNA polymerase II core promoter proximal region sequence-specific binding
YRR1	Cluster#1	854333	[PDR2, YOR162C]	protein_coding	Initial Gene From Selection	regulation of transcription from RNA polymerase II promoter in response to stress | transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding | core promoter proximal region sequence-specific DNA binding
ZAP1	Cluster#1	853390	[YJL056C, ZRG10]	protein_coding	Initial Gene From Selection	positive regulation of transcription from RNA polymerase II promoter in response to stress | regulation of transcription from RNA polymerase II promoter in response to stress | cellular response to nutrient levels
ZWF1	Cluster#1	855480	[MET19, POS10, YNL241C]	protein_coding	Initial Gene From Selection	response to reactive oxygen species | carbon catabolite regulation of transcription | response to nutrient
